# frame_index,wrist_x,wrist_y,wrist_vis,thumbCMC_x,thumbCMC_y,thumbCMC_vis,thumbMCP_x,thumbMCP_y,thumbMCP_vis,thumbIP_x,thumbIP_y,thumbIP_vis,thumbTIP_x,thumbTIP_y,thumbTIP_vis,indexMCP_x,indexMCP_y,indexMCP_vis,indexPIP_x,indexPIP_y,indexPIP_vis,indexDIP_x,indexDIP_y,indexDIP_vis,indexTIP_x,indexTIP_y,indexTIP_vis,middleMCP_x,middleMCP_y,middleMCP_vis,middlePIP_x,middlePIP_y,middlePIP_vis,middleDIP_x,middleDIP_y,middleDIP_vis,middleTIP_x,middleTIP_y,middleTIP_vis,ringMCP_x,ringMCP_y,ringMCP_vis,ringPIP_x,ringPIP_y,ringPIP_vis,ringDIP_x,ringDIP_y,ringDIP_vis,ringTIP_x,ringTIP_y,ringTIP_vis,pinkyMCP_x,pinkyMCP_y,pinkyMCP_vis,pinkyPIP_x,pinkyPIP_y,pinkyPIP_vis,pinkyDIP_x,pinkyDIP_y,pinkyDIP_vis,pinkyTIP_x,pinkyTIP_y,pinkyTIP_vis
120.000000,0.190000,0.390000,0.000000,0.230000,0.380000,0.000000,0.250000,0.360000,0.000000,0.270000,0.350000,0.000000,0.290000,0.340000,0.000000,0.210000,0.350000,0.000000,0.180000,0.330000,0.000000,0.180000,0.340000,0.000000,0.180000,0.340000,0.000000,0.170000,0.360000,0.000000,0.140000,0.340000,0.000000,0.150000,0.340000,0.000000,0.160000,0.350000,0.000000,0.140000,0.370000,0.000000,0.120000,0.350000,0.000000,0.130000,0.360000,0.000000,0.140000,0.360000,0.000000,0.120000,0.380000,0.000000,0.110000,0.370000,0.000000,0.120000,0.370000,0.000000,0.130000,0.370000,0.000000
121.000000,0.200000,0.400000,0.000000,0.230000,0.380000,0.000000,0.260000,0.360000,0.000000,0.270000,0.350000,0.000000,0.290000,0.340000,0.000000,0.210000,0.360000,0.000000,0.180000,0.330000,0.000000,0.170000,0.330000,0.000000,0.180000,0.330000,0.000000,0.180000,0.370000,0.000000,0.150000,0.340000,0.000000,0.140000,0.340000,0.000000,0.150000,0.340000,0.000000,0.160000,0.380000,0.000000,0.130000,0.350000,0.000000,0.120000,0.350000,0.000000,0.130000,0.350000,0.000000,0.140000,0.390000,0.000000,0.110000,0.370000,0.000000,0.110000,0.370000,0.000000,0.120000,0.360000,0.000000
122.000000,0.200000,0.430000,0.000000,0.220000,0.410000,0.000000,0.230000,0.390000,0.000000,0.230000,0.380000,0.000000,0.230000,0.370000,0.000000,0.150000,0.390000,0.000000,0.110000,0.370000,0.000000,0.110000,0.360000,0.000000,0.120000,0.370000,0.000000,0.120000,0.400000,0.000000,0.080000,0.380000,0.000000,0.090000,0.370000,0.000000,0.100000,0.370000,0.000000,0.110000,0.410000,0.000000,0.070000,0.390000,0.000000,0.080000,0.390000,0.000000,0.090000,0.390000,0.000000,0.100000,0.420000,0.000000,0.070000,0.410000,0.000000,0.070000,0.400000,0.000000,0.090000,0.410000,0.000000
123.000000,0.210000,0.430000,0.000000,0.230000,0.410000,0.000000,0.230000,0.390000,0.000000,0.230000,0.370000,0.000000,0.230000,0.360000,0.000000,0.170000,0.400000,0.000000,0.120000,0.370000,0.000000,0.110000,0.360000,0.000000,0.120000,0.360000,0.000000,0.140000,0.410000,0.000000,0.090000,0.380000,0.000000,0.090000,0.370000,0.000000,0.100000,0.370000,0.000000,0.120000,0.420000,0.000000,0.070000,0.390000,0.000000,0.080000,0.380000,0.000000,0.090000,0.380000,0.000000,0.110000,0.430000,0.000000,0.070000,0.410000,0.000000,0.070000,0.400000,0.000000,0.080000,0.400000,0.000000
124.000000,0.230000,0.450000,0.000000,0.180000,0.470000,0.000000,0.150000,0.460000,0.000000,0.120000,0.450000,0.000000,0.110000,0.440000,0.000000,0.130000,0.460000,0.000000,0.090000,0.450000,0.000000,0.070000,0.440000,0.000000,0.070000,0.440000,0.000000,0.140000,0.440000,0.000000,0.100000,0.430000,0.000000,0.080000,0.430000,0.000000,0.070000,0.420000,0.000000,0.160000,0.430000,0.000000,0.120000,0.420000,0.000000,0.100000,0.410000,0.000000,0.090000,0.410000,0.000000,0.170000,0.420000,0.000000,0.150000,0.410000,0.000000,0.140000,0.410000,0.000000,0.140000,0.410000,0.000000
125.000000,0.240000,0.450000,0.000000,0.220000,0.450000,0.000000,0.200000,0.430000,0.000000,0.190000,0.420000,0.000000,0.190000,0.410000,0.000000,0.160000,0.440000,0.000000,0.120000,0.430000,0.000000,0.100000,0.420000,0.000000,0.090000,0.420000,0.000000,0.150000,0.440000,0.000000,0.110000,0.430000,0.000000,0.090000,0.430000,0.000000,0.070000,0.420000,0.000000,0.150000,0.450000,0.000000,0.110000,0.440000,0.000000,0.090000,0.430000,0.000000,0.070000,0.430000,0.000000,0.160000,0.450000,0.000000,0.130000,0.440000,0.000000,0.120000,0.440000,0.000000,0.110000,0.440000,0.000000
126.000000,0.210000,0.460000,0.000000,0.180000,0.470000,0.000000,0.150000,0.470000,0.000000,0.120000,0.470000,0.000000,0.110000,0.470000,0.000000,0.130000,0.470000,0.000000,0.080000,0.470000,0.000000,0.080000,0.470000,0.000000,0.090000,0.470000,0.000000,0.140000,0.460000,0.000000,0.080000,0.450000,0.000000,0.090000,0.450000,0.000000,0.110000,0.450000,0.000000,0.150000,0.450000,0.000000,0.100000,0.440000,0.000000,0.110000,0.440000,0.000000,0.120000,0.440000,0.000000,0.160000,0.440000,0.000000,0.120000,0.430000,0.000000,0.130000,0.430000,0.000000,0.130000,0.440000,0.000000
127.000000,0.220000,0.450000,0.000000,0.180000,0.470000,0.000000,0.150000,0.470000,0.000000,0.120000,0.460000,0.000000,0.110000,0.450000,0.000000,0.130000,0.470000,0.000000,0.090000,0.460000,0.000000,0.100000,0.460000,0.000000,0.110000,0.460000,0.000000,0.140000,0.460000,0.000000,0.090000,0.450000,0.000000,0.100000,0.440000,0.000000,0.120000,0.450000,0.000000,0.150000,0.450000,0.000000,0.100000,0.440000,0.000000,0.110000,0.430000,0.000000,0.130000,0.440000,0.000000,0.160000,0.440000,0.000000,0.120000,0.430000,0.000000,0.130000,0.430000,0.000000,0.130000,0.430000,0.000000
135.000000,0.210000,0.480000,0.000000,0.190000,0.480000,0.000000,0.170000,0.490000,0.000000,0.160000,0.490000,0.000000,0.160000,0.490000,0.000000,0.160000,0.500000,0.000000,0.150000,0.500000,0.000000,0.140000,0.510000,0.000000,0.140000,0.510000,0.000000,0.170000,0.500000,0.000000,0.150000,0.500000,0.000000,0.140000,0.510000,0.000000,0.140000,0.510000,0.000000,0.170000,0.490000,0.000000,0.150000,0.500000,0.000000,0.150000,0.500000,0.000000,0.150000,0.500000,0.000000,0.170000,0.490000,0.000000,0.160000,0.490000,0.000000,0.160000,0.490000,0.000000,0.160000,0.490000,0.000000
137.000000,0.200000,0.510000,0.000000,0.200000,0.490000,0.000000,0.190000,0.480000,0.000000,0.180000,0.480000,0.000000,0.190000,0.470000,0.000000,0.140000,0.490000,0.000000,0.150000,0.490000,0.000000,0.160000,0.500000,0.000000,0.170000,0.500000,0.000000,0.130000,0.510000,0.000000,0.140000,0.510000,0.000000,0.150000,0.510000,0.000000,0.160000,0.510000,0.000000,0.130000,0.520000,0.000000,0.140000,0.520000,0.000000,0.140000,0.520000,0.000000,0.150000,0.520000,0.000000,0.140000,0.530000,0.000000,0.140000,0.530000,0.000000,0.150000,0.520000,0.000000,0.150000,0.520000,0.000000
138.000000,0.210000,0.510000,0.000000,0.210000,0.490000,0.000000,0.200000,0.480000,0.000000,0.190000,0.480000,0.000000,0.190000,0.480000,0.000000,0.150000,0.490000,0.000000,0.150000,0.500000,0.000000,0.150000,0.500000,0.000000,0.150000,0.500000,0.000000,0.150000,0.500000,0.000000,0.140000,0.510000,0.000000,0.140000,0.510000,0.000000,0.150000,0.510000,0.000000,0.150000,0.510000,0.000000,0.130000,0.520000,0.000000,0.140000,0.520000,0.000000,0.150000,0.520000,0.000000,0.150000,0.520000,0.000000,0.140000,0.520000,0.000000,0.140000,0.530000,0.000000,0.150000,0.520000,0.000000
139.000000,0.220000,0.500000,0.000000,0.200000,0.490000,0.000000,0.180000,0.480000,0.000000,0.160000,0.490000,0.000000,0.150000,0.490000,0.000000,0.160000,0.490000,0.000000,0.130000,0.490000,0.000000,0.120000,0.500000,0.000000,0.120000,0.500000,0.000000,0.160000,0.500000,0.000000,0.130000,0.510000,0.000000,0.130000,0.510000,0.000000,0.130000,0.510000,0.000000,0.160000,0.510000,0.000000,0.140000,0.520000,0.000000,0.140000,0.520000,0.000000,0.140000,0.520000,0.000000,0.170000,0.520000,0.000000,0.150000,0.520000,0.000000,0.150000,0.520000,0.000000,0.150000,0.520000,0.000000
143.000000,0.180000,0.480000,0.000000,0.170000,0.500000,0.000000,0.150000,0.510000,0.000000,0.130000,0.520000,0.000000,0.130000,0.520000,0.000000,0.100000,0.500000,0.000000,0.080000,0.510000,0.000000,0.080000,0.510000,0.000000,0.090000,0.510000,0.000000,0.100000,0.490000,0.000000,0.100000,0.490000,0.000000,0.110000,0.500000,0.000000,0.120000,0.500000,0.000000,0.110000,0.480000,0.000000,0.110000,0.490000,0.000000,0.120000,0.490000,0.000000,0.120000,0.490000,0.000000,0.120000,0.480000,0.000000,0.110000,0.480000,0.000000,0.120000,0.480000,0.000000,0.130000,0.480000,0.000000
146.000000,0.240000,0.480000,0.000000,0.200000,0.490000,0.000000,0.170000,0.500000,0.000000,0.150000,0.500000,0.000000,0.130000,0.500000,0.000000,0.120000,0.500000,0.000000,0.110000,0.500000,0.000000,0.130000,0.500000,0.000000,0.140000,0.500000,0.000000,0.120000,0.490000,0.000000,0.120000,0.490000,0.000000,0.130000,0.500000,0.000000,0.140000,0.500000,0.000000,0.130000,0.490000,0.000000,0.120000,0.490000,0.000000,0.130000,0.490000,0.000000,0.140000,0.490000,0.000000,0.140000,0.480000,0.000000,0.130000,0.480000,0.000000,0.140000,0.480000,0.000000,0.150000,0.480000,0.000000
153.000000,0.470000,0.430000,0.000000,0.430000,0.450000,0.000000,0.410000,0.460000,0.000000,0.380000,0.460000,0.000000,0.370000,0.460000,0.000000,0.390000,0.460000,0.000000,0.340000,0.460000,0.000000,0.350000,0.460000,0.000000,0.370000,0.460000,0.000000,0.390000,0.450000,0.000000,0.330000,0.450000,0.000000,0.350000,0.450000,0.000000,0.370000,0.450000,0.000000,0.380000,0.440000,0.000000,0.330000,0.440000,0.000000,0.340000,0.440000,0.000000,0.360000,0.440000,0.000000,0.380000,0.430000,0.000000,0.340000,0.440000,0.000000,0.350000,0.440000,0.000000,0.360000,0.440000,0.000000
154.000000,0.470000,0.430000,0.000000,0.450000,0.460000,0.000000,0.420000,0.470000,0.000000,0.390000,0.460000,0.000000,0.370000,0.460000,0.000000,0.410000,0.460000,0.000000,0.350000,0.460000,0.000000,0.350000,0.460000,0.000000,0.360000,0.460000,0.000000,0.400000,0.450000,0.000000,0.350000,0.450000,0.000000,0.350000,0.450000,0.000000,0.360000,0.450000,0.000000,0.400000,0.440000,0.000000,0.350000,0.440000,0.000000,0.350000,0.440000,0.000000,0.360000,0.440000,0.000000,0.400000,0.430000,0.000000,0.360000,0.430000,0.000000,0.350000,0.430000,0.000000,0.350000,0.430000,0.000000
164.000000,0.600000,0.450000,0.000000,0.580000,0.440000,0.000000,0.560000,0.430000,0.000000,0.550000,0.430000,0.000000,0.550000,0.430000,0.000000,0.590000,0.450000,0.000000,0.570000,0.460000,0.000000,0.550000,0.460000,0.000000,0.540000,0.470000,0.000000,0.600000,0.460000,0.000000,0.590000,0.470000,0.000000,0.560000,0.480000,0.000000,0.550000,0.480000,0.000000,0.620000,0.470000,0.000000,0.610000,0.480000,0.000000,0.580000,0.480000,0.000000,0.560000,0.480000,0.000000,0.620000,0.480000,0.000000,0.620000,0.490000,0.000000,0.610000,0.490000,0.000000,0.600000,0.500000,0.000000
171.000000,0.840000,0.540000,0.000000,0.810000,0.530000,0.000000,0.790000,0.510000,0.000000,0.780000,0.500000,0.000000,0.780000,0.490000,0.000000,0.800000,0.490000,0.000000,0.780000,0.470000,0.000000,0.770000,0.460000,0.000000,0.770000,0.460000,0.000000,0.810000,0.490000,0.000000,0.790000,0.480000,0.000000,0.780000,0.470000,0.000000,0.770000,0.460000,0.000000,0.820000,0.500000,0.000000,0.800000,0.480000,0.000000,0.790000,0.480000,0.000000,0.790000,0.480000,0.000000,0.830000,0.510000,0.000000,0.820000,0.500000,0.000000,0.810000,0.490000,0.000000,0.800000,0.490000,0.000000
172.000000,0.840000,0.540000,0.000000,0.850000,0.520000,0.000000,0.840000,0.500000,0.000000,0.830000,0.490000,0.000000,0.820000,0.480000,0.000000,0.810000,0.490000,0.000000,0.790000,0.470000,0.000000,0.790000,0.470000,0.000000,0.790000,0.470000,0.000000,0.800000,0.500000,0.000000,0.780000,0.480000,0.000000,0.780000,0.480000,0.000000,0.790000,0.480000,0.000000,0.790000,0.500000,0.000000,0.770000,0.490000,0.000000,0.770000,0.490000,0.000000,0.780000,0.490000,0.000000,0.780000,0.510000,0.000000,0.760000,0.500000,0.000000,0.760000,0.500000,0.000000,0.760000,0.500000,0.000000
175.000000,0.840000,0.630000,0.000000,0.860000,0.640000,0.000000,0.880000,0.650000,0.000000,0.900000,0.650000,0.000000,0.910000,0.650000,0.000000,0.900000,0.640000,0.000000,0.920000,0.650000,0.000000,0.920000,0.650000,0.000000,0.910000,0.650000,0.000000,0.900000,0.640000,0.000000,0.920000,0.640000,0.000000,0.920000,0.640000,0.000000,0.910000,0.640000,0.000000,0.900000,0.630000,0.000000,0.920000,0.630000,0.000000,0.910000,0.630000,0.000000,0.900000,0.640000,0.000000,0.890000,0.630000,0.000000,0.910000,0.630000,0.000000,0.910000,0.630000,0.000000,0.900000,0.630000,0.000000
176.000000,0.840000,0.630000,0.000000,0.860000,0.640000,0.000000,0.880000,0.650000,0.000000,0.890000,0.650000,0.000000,0.900000,0.650000,0.000000,0.900000,0.650000,0.000000,0.920000,0.650000,0.000000,0.910000,0.650000,0.000000,0.900000,0.650000,0.000000,0.900000,0.640000,0.000000,0.920000,0.640000,0.000000,0.910000,0.640000,0.000000,0.900000,0.640000,0.000000,0.900000,0.640000,0.000000,0.920000,0.640000,0.000000,0.910000,0.640000,0.000000,0.900000,0.640000,0.000000,0.900000,0.630000,0.000000,0.910000,0.630000,0.000000,0.910000,0.630000,0.000000,0.900000,0.630000,0.000000
177.000000,0.840000,0.640000,0.000000,0.860000,0.650000,0.000000,0.870000,0.650000,0.000000,0.890000,0.650000,0.000000,0.900000,0.640000,0.000000,0.890000,0.650000,0.000000,0.910000,0.650000,0.000000,0.910000,0.650000,0.000000,0.910000,0.640000,0.000000,0.890000,0.650000,0.000000,0.920000,0.640000,0.000000,0.910000,0.640000,0.000000,0.910000,0.640000,0.000000,0.900000,0.640000,0.000000,0.910000,0.640000,0.000000,0.910000,0.630000,0.000000,0.900000,0.630000,0.000000,0.890000,0.630000,0.000000,0.910000,0.630000,0.000000,0.910000,0.630000,0.000000,0.900000,0.630000,0.000000
